passenger_id,LastName,FirstName,Other_Info,Age,Gender,Hometown,Boarded,Lifeboat,Body,Class,Survived,Passenger,Crew,crew_responsibility
138,Graham,Mr George Edward,,38,M,,Southampton,,,1,0,1,0,
139,Graham,Mrs Edith,,59,F,,Southampton,,,1,1,1,0,
140,Graham,Miss Margaret Edith,,19,F,,Southampton,,,1,1,1,0,
141,Greenfield,Mrs Blanche,,45,F,,Cherbourg,,,1,1,1,0,
142,Greenfield,Mr William Bertram,,23,M,,Cherbourg,,,1,1,1,0,
143,Guggenheim,Mr Benjamin,,46,M,,Cherbourg,,,1,0,1,0,
144,Harder,Mr George Achilles,,25,M,,Cherbourg,,,1,1,1,0,
145,Harder,Mrs Dorothy,,21,F,,Cherbourg,,,1,1,1,0,
146,Harper,Mr Henry Sleeper,,48,M,,Cherbourg,,,1,1,1,0,
147,Harper,Mrs Myra Raymond,,49,F,,Cherbourg,,,1,1,1,0,
148,Harrington,Mr Charles Henry    ,(Manservant to Mr Clarence Bloomfield Moore),37,M,,Southampton,,,1,0,1,0,
149,Harris,Mr Henry Birkhardt,,45,M,,Southampton,,,1,0,1,0,
150,Harris,Mrs Irene,,35,F,,Southampton,,,1,1,1,0,
151,Harrison,Mr William Henry    ,(Private secretary to Mr Joseph Bruce Ismay),45,M,,Southampton,,,1,0,1,0,
152,Hassab,Mr Hammad    ,(Interpreter to Mr Henry Sleeper Harper),27,M,,Cherbourg,,,1,1,1,0,
153,Hawksford,Mr Walter James,,45,M,,Southampton,,,1,1,1,0,
154,Hays,Mr Charles Melville,,55,M,,Southampton,,,1,0,1,0,
155,Hays,Mrs Clara Jennings,,52,F,,Southampton,,,1,1,1,0,
156,Hays,Miss Margaret Bechstein,,24,F,,Cherbourg,,,1,1,1,0,
157,Head,Mr Christopher,,42,M,,Southampton,,,1,0,1,0,
158,Hilliard,Mr Herbert Henry,,44,M,,Southampton,,,1,0,1,0,
159,Hipkins,Mr William Edward,,55,M,,Southampton,,,1,0,1,0,
160,Hippach,Mrs Ida Sophia,,44,F,,Cherbourg,,,1,1,1,0,
161,Hippach,Miss Jean Gertrude,,17,F,,Cherbourg,,,1,1,1,0,
162,Hogeboom,Mrs Anna Louisa,,51,F,,Cherbourg,,,1,1,1,0,
163,Holverson,Mr Alexander Oskar,,42,M,,Southampton,,,1,0,1,0,
164,Holverson,Mrs Mary Aline,,35,F,,Southampton,,,1,1,1,0,
165,Homer,Mr Harry,,40,M,,Southampton,,,1,1,1,0,
166,Hoyt,Mr Frederick Maxfield,,38,M,,Southampton,,,1,1,1,0,
167,Hoyt,Mrs Jane Anne,,31,F,,Southampton,,,1,1,1,0,
168,Hoyt,Mr William Fisher,,42,M,,Cherbourg,,,1,1,1,0,
169,Icard,Miss Rose Amelie    ,(Maid to Mrs George Nelson Stone),39,F,,Southampton,,,1,1,1,0,
170,Isham,Miss Ann Elizabeth,,50,F,,Cherbourg,,,1,0,1,0,
171,Ismay,Mr Joseph Bruce,,49,M,,Southampton,,,1,1,1,0,
172,Jones,Mr Charles Cresson,,46,M,,Southampton,,,1,0,1,0,
173,Julian,Mr Henry Forbes,,50,M,,Southampton,,,1,0,1,0,
174,Keeping,Mr Edwin Herbert    ,(Manservant to Mr & Mrs Widener),33,M,,Southampton,,,1,0,1,0,
175,Kent,Mr Edward Austin,,58,M,,Cherbourg,,,1,0,1,0,
176,Kenyon,Mr Frederick Roland,,41,M,,Southampton,,,1,0,1,0,
177,Kenyon,Mrs Marion Estelle,,40,F,,Southampton,,,1,1,1,0,
178,Kimball,Mr Edwin Nelson Jr.,,42,M,,Southampton,,,1,1,1,0,
179,Kimball,Mrs Susan Gertrude,,45,F,,Southampton,,,1,1,1,0,
180,Klaber,Mr Herman,,41,M,,Southampton,,,1,0,1,0,
181,Kreuchen,Miss Emilie    ,(Maid to Mrs Edward Scott Robert),29,F,,Southampton,,,1,1,1,0,
182,Leader,Dr Alice May,,49,M,,Southampton,,,1,1,1,0,
183,Leroy,Miss Berthe    ,(Maid to Mrs Walter Donald Douglas),27,F,,Cherbourg,,,1,1,1,0,
184,Lesueur,Mr Gustave J.    ,(Manservant to Mr Thomas Cardeza),35,M,,Cherbourg,,,1,1,1,0,
185,Lewy,Mr Ervin G.,,30,M,,Cherbourg,,,1,0,1,0,
186,Lindeberg-Lind,Mr Erik Gustaf,,42,M,,Southampton,,,1,0,1,0,
187,Lindstrom,Mrs Sigrid,,55,F,,Cherbourg,,,1,1,1,0,
188,Lines,Mrs Elizabeth Lindsey,,50,F,,Cherbourg,,,1,1,1,0,
189,Lines,Miss Mary Conover,,16,F,,Cherbourg,,,1,1,1,0,
190,Long,Mr Milton Clyde,,29,M,,Southampton,,,1,0,1,0,
191,Longley,Miss Gretchen Fiske,,21,F,,Cherbourg,,,1,1,1,0,
192,Loring,Mr Joseph Holland,,30,M,,Southampton,,,1,0,1,0,
193,Lurette,Miss Eugenie Elise    ,(Maid to Mr & Mrs Spencer),59,F,,Cherbourg,,,1,1,1,0,
194,Madill,Miss Georgette Alexandra,,16,F,,Southampton,,,1,1,1,0,
195,Maguire,Mr John Edward,,30,M,,Southampton,,,1,0,1,0,
196,Maioni,Miss Roberta Elizabeth Mary    ,(Maid to the Countess of Rothes),19,F,,Southampton,,,1,1,1,0,
197,Marechal,Mr Pierre,,29,M,,Cherbourg,,,1,1,1,0,
198,Marvin,Mr Daniel Warner,,18,M,,Southampton,,,1,0,1,0,
199,Marvin,Mrs Mary Graham Carmichael,,18,F,,Southampton,,,1,1,1,0,
200,Mayne,Mlle Berthe Antonine,,24,M,,Cherbourg,,,1,1,1,0,
201,McCaffry,Mr Thomas Francis,,46,M,,Southampton,,,1,0,1,0,
202,McCarthy,Mr Timothy J.,,54,M,,Southampton,,,1,0,1,0,
203,McGough,Mr James Robert,,35,M,,Southampton,,,1,1,1,0,
204,Meyer,Mr Edgar Joseph,,28,M,,Cherbourg,,,1,0,1,0,
205,Meyer,Mrs Leila,,25,F,,Cherbourg,,,1,1,1,0,
206,Millet,Mr Francis Davis,,65,M,,Cherbourg,,,1,0,1,0,
207,Minahan,Dr William Edward,,44,M,,Queenstown,,,1,0,1,0,
208,Minahan,Mrs Lillian E.,,37,F,,Queenstown,,,1,1,1,0,
209,Minahan,Miss Daisy E.,,33,F,,Queenstown,,,1,1,1,0,
210,Mock,Mr Philipp Edmund,,30,M,,Cherbourg,,,1,1,1,0,
211,Molson,Mr Harry Markland,,55,M,,Southampton,,,1,0,1,0,
212,Moore,Mr Clarence Bloomfield,,47,M,,Southampton,,,1,0,1,0,
213,Natsch,Mr Charles,,36,M,,Cherbourg,,,1,0,1,0,
214,Newell,Mr Arthur Webster,,58,M,,Cherbourg,,,1,0,1,0,
215,Newell,Miss Marjorie Anne,,23,F,,Cherbourg,,,1,1,1,0,
216,Newell,Miss Madeleine,,31,F,,Cherbourg,,,1,1,1,0,
217,Newsom,Miss Helen Monypeny,,19,F,,Southampton,,,1,1,1,0,
218,Nicholson,Mr Arthur Ernest,,59,M,,Southampton,,,1,0,1,0,
219,Nourney,Mr Alfred,,20,M,,Cherbourg,,,1,1,1,0,
220,Oliva Y Ocana,Doea Fermina    ,(Maid to Mrs Victor de Satode Peeasco y Castellana),39,M,,Cherbourg,,,1,1,1,0,
221,Omont,Mr Alfred Fernand,,29,M,,Cherbourg,,,1,1,1,0,
222,Ostby,Mr Engelhart Cornelius,,64,M,,Southampton,,,1,0,1,0,
223,ostby,Miss Helen Ragnhild,,22,F,,Southampton,,,1,1,1,0,
224,Ovies Y Rodreguez,Mr Servando Jose Florentino,,36,M,,Cherbourg,,,1,0,1,0,
225,Parr,Mr William Henry Marsh,,29,M,,Belfast,,,1,0,1,0,
226,Partner,Mr Austin,,40,M,,Southampton,,,1,0,1,0,
227,Payne,Mr Vivian Ponsonby    ,(Private secretary to Mr Charles Melville Hays),22,M,,Southampton,,,1,0,1,0,
228,Pears,Mr Thomas Clinton,,29,M,,Southampton,,,1,0,1,0,
229,Pears,Mrs Edith,,22,F,,Southampton,,,1,1,1,0,
230,Peeasco Y Castellana,Mr Victor,,24,M,,Cherbourg,,,1,0,1,0,
231,Peeasco Y Castellana,Mrs Maria Josefa Perezde Soto y Vallejo,,22,F,,Cherbourg,,,1,1,1,0,
232,Perreault,Miss Mary Anne    ,(Maid to Mrs Charles Melville Hays),33,F,,Southampton,,,1,1,1,0,
233,Peuchen,Major Arthur Godfrey,,52,M,,Southampton,,,1,1,1,0,
234,Porter,Mr Walter Chamberlain,,46,M,,Southampton,,,1,0,1,0,
235,Potter,Mrs Lily Alexenia,,56,F,,Cherbourg,,,1,1,1,0,
236,Reuchlin,Mr Jonkheer Johan George,,38,M,,Cherbourg,,,1,0,1,0,
237,Rheims,Mr George Alexander Lucien,,33,M,,Cherbourg,,,1,1,1,0,
238,Righini,Mr Sante    ,(Manservant to Mrs John Stewart White),22,M,,Cherbourg,,,1,0,1,0,
239,Robert,Mrs Elisabeth Walton,,43,F,,Southampton,,,1,1,1,0,
240,Robins,Mr Victor    ,(Valet to Mr John Jacob Astor),42,M,,Cherbourg,,,1,0,1,0,
241,Roebling,Mr Washington Augustus II,,31,M,,Southampton,,,1,0,1,0,
242,Romaine,Mr Charles Hallace,,45,M,,Southampton,,,1,1,1,0,
243,Rood,Mr Hugh Roscoe,,39,M,,Southampton,,,1,0,1,0,
244,Rosenbaum,Miss Edith Louise,,33,F,,Cherbourg,,,1,1,1,0,
245,Rosenshine,Mr George,,46,M,,Cherbourg,,,1,0,1,0,
246,Ross,Mr John Hugo,,36,M,,Southampton,,,1,0,1,0,
247,Rothes,"Lucy Noel Martha, Countess of",,33,M,,Southampton,,,1,1,1,0,
248,Rothschild,Mr Martin,,46,M,,Cherbourg,,,1,0,1,0,
249,Rothschild,Mrs Elizabeth Jane Anne,,54,F,,Cherbourg,,,1,1,1,0,
250,Rowe,Mr Alfred G.,,59,M,,Southampton,,,1,0,1,0,
251,Ryerson,Mr Arthur Larned,,61,M,,Cherbourg,,,1,0,1,0,
252,Ryerson,Mrs Emily Maria,,48,F,,Cherbourg,,,1,1,1,0,
253,Ryerson,Miss Emily Borie,,18,F,,Cherbourg,,,1,1,1,0,
254,Ryerson,"Miss Susan Parker ""Suzette""",,21,F,,Cherbourg,,,1,1,1,0,
255,Ryerson,Master John Borie,,13,M,,Cherbourg,,,1,1,1,0,
256,Saalfeld,Mr Adolphe,,47,M,,Southampton,,,1,1,1,0,
257,Salomon,Mr Abraham Lincoln,,43,M,,Cherbourg,,,1,1,1,0,
258,Sagesser,Mlle Emma    ,(Maid to Mme. Leontine Pauline Aubart),24,M,,Cherbourg,,,1,1,1,0,
259,Schabert,Mrs Emma,,35,F,,Cherbourg,,,1,1,1,0,
260,Serreplan,Miss Auguste    ,(Maid to Mrs William Carter),30,F,,Southampton,,,1,1,1,0,
261,Seward,Mr Frederic Kimber,,34,M,,Southampton,,,1,1,1,0,
262,Shutes,Miss Elizabeth Weed    ,(Governess to Miss Margaret Edith Graham),40,F,,Southampton,,,1,1,1,0,
263,Silverthorne,Mr Spencer Victor,,35,M,,Southampton,,,1,1,1,0,
264,Silvey,Mr William Baird,,51,M,,Cherbourg,,,1,0,1,0,
265,Silvey,Mrs Alice Gray,,39,F,,Cherbourg,,,1,1,1,0,
266,Simonius-Blumer,Mr Colonel    ,(Oberst) Alfons,56,M,,Southampton,,,1,1,1,0,
267,Sloper,Mr William Thompson,,28,M,,Southampton,,,1,1,1,0,
268,Smart,Mr John Montgomery,,56,M,,Southampton,,,1,0,1,0,
269,Smith,Mr James Clinch,,56,M,,Cherbourg,,,1,0,1,0,
270,Smith,Mr Richard William,,57,M,,Southampton,,,1,0,1,0,
271,Smith,Mr Lucian Philip,,24,M,,Cherbourg,,,1,0,1,0,
272,Smith,Mrs Mary Eloise,,18,F,,Cherbourg,,,1,1,1,0,
273,Snyder,Mr John Pillsbury,,24,M,,Southampton,,,1,1,1,0,
274,Snyder,Mrs Nelle,,23,F,,Southampton,,,1,1,1,0,
275,Spedden,Mr Frederic Oakley,,45,M,,Cherbourg,,,1,1,1,0,
276,Spedden,"Mrs Margaretta Corning ""Daisy""",,39,F,,Cherbourg,,,1,1,1,0,
277,Spedden,Master Robert Douglas,,6,M,,Cherbourg,,,1,1,1,0,
278,Spencer,Mr William Augustus,,57,M,,Cherbourg,,,1,0,1,0,
279,Spencer,Mrs Marie Eugenie,,45,F,,Cherbourg,,,1,1,1,0,
280,Stahelin-Maeglin,Dr Max,,32,M,,Southampton,,,1,1,1,0,
281,Stead,Mr William Thomas,,62,M,,Southampton,,,1,0,1,0,
282,Stengel,Mr Charles Emil Henry,,54,M,,Cherbourg,,,1,1,1,0,
283,Stengel,Mrs Annie May,,44,F,,Cherbourg,,,1,1,1,0,
284,Stephenson,Mrs Martha,,52,F,,Cherbourg,,,1,1,1,0,
285,Stewart,Mr Albert Ankeny,,64,M,,Cherbourg,,,1,0,1,0,
286,Stone,Mrs Martha Evelyn,,62,F,,Southampton,,,1,1,1,0,
287,Straus,Mr Isidor,,67,M,,Southampton,,,1,0,1,0,
288,Straus,Mrs Rosalie Ida,,63,F,,Southampton,,,1,0,1,0,
289,Sutton,Mr Frederick,,61,M,,Southampton,,,1,0,1,0,
290,Swift,Mrs Margaret Welles,,46,F,,Southampton,,,1,1,1,0,
291,Taussig,Mr Emil,,52,M,,Southampton,,,1,0,1,0,
292,Taussig,Mrs Tillie,,39,F,,Southampton,,,1,1,1,0,
293,Taussig,Miss Ruth,,18,F,,Southampton,,,1,1,1,0,
294,Taylor,Mr Elmer Zebley,,48,M,,Southampton,,,1,1,1,0,
295,Taylor,Mrs Juliet Cummins,,49,F,,Southampton,,,1,1,1,0,
296,Thayer,Mr John Borland,,49,M,,Cherbourg,,,1,0,1,0,
297,Thayer,Mrs Marian Longstreth,,39,F,,Cherbourg,,,1,1,1,0,
298,Thayer,Mr John Borland Jr,,17,M,,Cherbourg,,,1,1,1,0,
299,Thorne,Miss Gertrude Maybelle,,38,F,,Cherbourg,,,1,1,1,0,
300,Tucker,Mr Gilbert Milligan Jr,,31,M,,Cherbourg,,,1,1,1,0,
301,Uruchurtu,Don. Manuel Ramirez,,39,M,,Cherbourg,,,1,0,1,0,
302,Van Der Hoef,Mr Wyckoff,,61,M,,Belfast,,,1,0,1,0,
303,Walker,Mr William Anderson,,48,M,,Southampton,,,1,0,1,0,
304,Ward,Miss Annie Moore    ,(Maid to Mrs Charlotte Cardeza),35,F,,Cherbourg,,,1,1,1,0,
305,Warren,Mr Frank Manley,,63,M,,Cherbourg,,,1,0,1,0,
306,Warren,Mrs Anna Sophia,,60,F,,Cherbourg,,,1,1,1,0,
307,Weir,Colonel John,,59,M,,Southampton,,,1,0,1,0,
308,White,Mr Percival Wayland,,54,M,,Southampton,,,1,0,1,0,
309,White,Mr Richard Frasar,,21,M,,Southampton,,,1,0,1,0,
310,White,Mrs Ella,,55,F,,Cherbourg,,,1,1,1,0,
311,Wick,Colonel George Dennick,,57,M,,Southampton,,,1,0,1,0,
312,Wick,Mrs Mary Peebles,,45,F,,Southampton,,,1,1,1,0,
313,Wick,Miss Mary Natalie,,31,F,,Southampton,,,1,1,1,0,
314,Widener,Mr George Dunton,,50,M,,Southampton,,,1,0,1,0,
315,Widener,Mrs Eleanor,,50,F,,Southampton,,,1,1,1,0,
316,Widener,Mr Harry Elkins,,27,M,,Southampton,,,1,0,1,0,
317,Willard,Miss Constance,,21,F,,Southampton,,,1,1,1,0,
318,Williams,Mr Fletcher Fellowes Lambert,,43,M,,Southampton,,,1,0,1,0,
319,Williams,Mr Charles Duane,,51,M,,Cherbourg,,,1,0,1,0,
320,Williams,Mr Richard Norris II,,21,M,,Cherbourg,,,1,1,1,0,
